Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps)
107.09258222,-6.38891743,-98.49,-2.75,2561.16,5617.92
107.09255406,-6.38891978,-98.7,-3.0,151.87,3308.78
107.09251736,-6.3889248,-99.48,-2.0,2843.92,4968.71
107.0924888,-6.38892917,-97.94,0.25,2507.41,4704.8
107.0924545,-6.38893406,-97.0,0.5,1604.45,3726.78
107.09241763,-6.38894079,-98.07,-0.75,1610.35,4421.16
107.09238611,-6.38895019,-95.72,1.67,3010.91,3786.44
107.09235696,-6.38895983,-94.45,-0.25,3287.98,4978.0
107.09232391,-6.3889744,-93.56,-11.5,3200.32,5034.62
107.09229821,-6.38898858,-90.56,-8.0,15349.041032448376,10951.381842019011
107.09226039,-6.38901363,-93.86,-8.33,15349.041032448376,10951.381842019011
107.09226039,-6.38901363,-89.42343864598024,22.0,15349.041032448376,10951.381842019011
107.08515054,-6.39247174,-77.18,17.67,15349.041032448376,10951.381842019011
107.0851468,-6.39248572,-80.24,18.5,5858.62,336.29
107.08514242,-6.39251033,-86.23,16.25,48776.04,52276.81
107.08514029,-6.39253112,-88.21,12.0,46241.76,29570.4
107.08514034,-6.39254834,-88.48,13.25,40627.53,27685.59
107.08514648,-6.39256642,-88.55,12.25,43295.87,27859.24
107.08515937,-6.39258728,-86.11,11.5,24672.96,13403.52
107.08517267,-6.39261284,-86.09,14.0,39844.7,17009.31
107.0851843,-6.39263642,-90.19,12.0,42431.11,21056.32
107.08519456,-6.39266695,-90.38,10.0,33350.26,19182.26
107.08520375,-6.39269959,-91.5,12.5,37171.57,24107.09
107.08521661,-6.39273134,-92.51,12.5,33121.74,30570.95
107.08523429,-6.3927662,-93.46,11.75,27914.78,23716.69
107.08525227,-6.39280514,-95.53,12.25,29910.88,24316.54
107.08526943,-6.39284268,-92.9,14.25,21085.15,9474.41
107.08528727,-6.39288953,-86.2,14.33,24914.96,5695.61
107.08529748,-6.39293408,-90.89,13.5,34043.59,25773.28
107.08531688,-6.39297118,-89.26,14.0,44569.8,23569.42
107.0853444,-6.39301459,-89.71,12.0,26151.87,9714.24
107.08537618,-6.39305799,-92.42,11.5,29778.19,22813.8
107.08540483,-6.39309839,-87.26,10.0,35150.8,16809.08
107.0854328,-6.39314228,-91.22,8.67,29981.02,18977.06
107.08546162,-6.39318975,-90.01,10.25,6075.18,10491.28
107.08549022,-6.39323635,-91.25,13.75,10393.12,19790.09
107.08551479,-6.39327616,-91.04,16.5,19702.42,22326.44
107.08553809,-6.39332493,-89.33,17.25,12602.99,4966.64
107.08555168,-6.39335497,-88.4,18.0,12747.61,16008.63
107.08556798,-6.39338604,-87.79,17.0,12978.8,7367.39
107.08558282,-6.3934118,-88.4,16.0,10759.18,15010.47
107.08560102,-6.39343936,-86.38,17.25,21399.46,27762.17
107.08562128,-6.39346571,-84.45,17.25,13325.53,10300.66
107.08564699,-6.39349257,-83.66,20.0,14776.78,16891.57
107.08566536,-6.39351378,-85.61,18.5,12571.05,10493.66
107.08568058,-6.39354381,-85.5,17.75,18246.87,20257.89
107.08569151,-6.39357884,-87.44,17.0,17200.82,21119.58
107.08570179,-6.39361766,-87.12,15.25,13868.35,9244.59
107.08571398,-6.39365195,-88.9,15.5,19397.81,21284.24
107.08573149,-6.39369156,-90.16,13.67,19613.09,15674.55
107.08574788,-6.39372482,-89.22,15.5,22392.34,13813.17
107.08576189,-6.39375963,-85.83,15.0,21186.27,11068.29
107.08577451,-6.39379314,-86.68,13.75,22270.63,13952.45
107.08578712,-6.39382648,-86.09,18.75,18694.02,15397.76
107.08580224,-6.39386471,-87.38,14.5,22266.19,16946.27
107.08582399,-6.39389892,-88.31,15.75,26055.21,22078.08
107.08584908,-6.39393505,-88.21,14.0,18317.12,7477.12
107.08586832,-6.39395868,-91.23,12.5,32219.9,15176.78
107.08588597,-6.39397989,-90.64,13.5,15126.17,6387.83
107.08590093,-6.39399607,-91.59,8.75,13117.76,6490.88
107.08592463,-6.39401678,-91.52,10.25,18144.96,14191.57
107.08594585,-6.39403778,-92.78,10.0,27939.38,14820.79
107.08597056,-6.39405812,-92.72,9.5,17420.57,9982.53
107.08600203,-6.39408442,-93.67,8.67,19395.39,13712.96
107.08603149,-6.39410956,-96.08,7.25,17752.27,9452.14
107.0860612,-6.39413683,-95.39,8.25,15112.02,11465.44
107.08609113,-6.39416876,-95.22,6.5,9577.88,6009.03
107.08610147,-6.39419719,-93.4,7.75,11027.14,9864.58
107.08611275,-6.39422619,-91.24,8.5,18247.93,18316.88
107.08611094,-6.39425606,-91.31,6.75,16126.08,11765.81
107.08610891,-6.39429362,-89.88,7.0,10295.62,13868.05
107.0861115,-6.39433077,-84.98,11.5,12591.01,14281.02
107.08610963,-6.3943622,-88.81,7.5,17681.18,31293.46
107.08610303,-6.39438811,-91.81,6.0,14859.28,23089.96
107.08610356,-6.39442034,-92.68,5.5,12435.68,10596.52
107.08610362,-6.39444724,-94.08,-1.75,15038.39,17097.06
107.08610356,-6.39445313,-93.47,-0.33,10228.16,9938.77
107.08610356,-6.39445313,-94.25,1.25,6216.66,15325.64
107.08610356,-6.39445313,-95.88,1.0,12316.37,21000.28
107.08610356,-6.39445313,-100.73,-4.0,12070.39,7808.96
107.08615988,-6.3945062,-98.38,-2.75,3459.35,6101.59
107.08630781,-6.39460163,-95.16,1.25,1151.29,908.55
107.08634768,-6.39462459,-94.27,3.75,12651.61,14510.1
107.08639703,-6.39465514,-94.05,3.25,11607.81,9472.1
107.08644329,-6.39468152,-96.93,2.67,6201.13,8849.41
107.08648739,-6.39470566,-103.52,0.25,5288.9,5628.26
107.08653592,-6.39473357,-98.1,6.75,0.0,0.0
107.08657985,-6.39475959,-96.09,8.75,2074.16,3545.39
107.08661945,-6.39478308,-97.76,8.5,10365.08,3602.04
107.08665708,-6.39480609,-94.54,10.5,3255.6,2682.89
107.08669108,-6.39482597,-95.48,6.5,8289.51,2427.71
107.08672268,-6.39484169,-98.39,5.25,10763.52,3862.33
107.08675822,-6.39485882,-92.23,9.0,865.95,1068.95
107.08679117,-6.39487152,-87.69,9.75,11981.03,3733.76
107.08681807,-6.39488079,-91.74,8.75,11966.69,3527.62
107.0868387,-6.3948889,-97.29,3.75,5488.59,1809.01
107.08685916,-6.3949011,-97.39,3.75,7435.14,3111.68
107.08687797,-6.39491586,-97.78,4.5,10807.57,3922.08
107.08690127,-6.39493643,-94.27,3.0,11681.9,2676.63
107.08692897,-6.39496379,-95.33,2.67,11644.56,2783.2
107.08695656,-6.39499297,-97.08,-1.5,11823.97,6228.82
107.08698147,-6.39502273,-97.73,-2.0,8603.69,3666.18
107.08700961,-6.3950604,-94.39,0.5,7887.9,4407.54
107.08703675,-6.3950989,-95.0,0.75,6662.46,3787.25
107.08705924,-6.39513489,-98.03,-2.75,11527.9,3041.27
107.08707495,-6.39516218,-102.06,-6.5,8106.31,1594.86
107.08708809,-6.39518634,-99.71,-11.33,1025.34,393.01
107.08709625,-6.39520778,-100.59,-7.0,6523.9,1034.57
107.0871019,-6.39522444,-95.48,4.0,5943.61,962.59
107.08711177,-6.3952549,-104.97,-4.25,4614.61,1697.18
107.08712342,-6.39527918,-109.12,-5.75,7780.1,3262.69
107.08713179,-6.3952931,-101.79,-2.25,7153.6,4316.93
107.08715232,-6.39532582,-99.98,2.0,2412.45,2112.74
107.08717433,-6.3953587,-103.16,-1.0,9914.83,13020.2
107.08719187,-6.39538863,-102.9,-2.67,16733.31,7592.82
107.08720562,-6.39541511,-104.88,-8.5,13337.09,14317.98
107.0872166,-6.39544305,-103.86,-10.75,11125.16,8887.04
107.08722741,-6.39547037,-105.09,-8.0,2988.95,2693.8
107.08723899,-6.39550066,-108.19,-11.5,5318.76,5843.43
107.08726066,-6.39554202,-111.91,-13.5,2306.09,2791.47
107.08728565,-6.39558646,-110.72,-10.0,1444.82,2424.96
107.08730285,-6.39561669,-109.45,-7.0,1436.9,3730.53
107.08731821,-6.39564845,-107.35,-12.0,2185.83,1653.69
107.08732797,-6.39567578,-106.83,-8.25,1259.01,639.78
107.08732984,-6.39568151,-108.75,-5.0,2665.03,5238.46
107.08732984,-6.39568151,-108.92,-8.0,1263.75,1246.58
107.08732984,-6.39568151,-111.77,-7.5,2832.94,5194.78
107.08732984,-6.39568151,-113.49,-6.25,4385.69,4258.09
107.08732984,-6.39568151,-114.12,-6.33,4724.58,1657.45
107.08732984,-6.39568151,-113.71,-8.25,5136.11,1398.66
107.08732984,-6.39568151,-111.57,-7.25,3235.23,411.42
107.08732984,-6.39568151,-111.78,-4.75,4441.5,1105.54
107.08736014,-6.39584314,-110.68,-8.5,3873.6,1613.62
107.08736458,-6.39586679,-112.91,-8.75,2190.19,1011.78
107.08736458,-6.39586679,-111.24,-8.25,2656.0,2676.36
107.08736458,-6.39586679,-111.71,-12.33,2377.04,1350.1
107.08736458,-6.39586679,-109.71,-4.75,1778.51,1340.77
107.08753373,-6.39592641,-107.7,0.5,5247.68,2831.44
107.08762235,-6.39595347,-106.98,-1.0,16043.11,6842.41
107.08767611,-6.39596535,-107.11,0.0,15830.8,4537.6
107.08771898,-6.39597727,-104.36,4.0,18181.05,5180.17
107.08775801,-6.39598957,-104.35,-0.5,14435.26,6084.71
107.08779227,-6.39599988,-107.36,-1.33,12658.06,5812.2
107.08781972,-6.39601001,-105.95,-2.25,10350.68,6914.45
107.08784659,-6.39602142,-107.0,-4.25,8083.82,5951.81
107.08787592,-6.39603511,-108.59,-6.0,8780.04,7132.57
107.08790393,-6.39604735,-118.07,-10.5,855.45,1140.66
107.08793185,-6.3960585,-120.82,-14.25,102.63,278.63
107.08797235,-6.39607249,-115.69,-5.5,903.09,7100.69
107.08801145,-6.3960834,-115.76,-6.0,3680.93,177.68
107.0880573,-6.39609488,-117.12,-7.0,1570.75,143.46
107.08811266,-6.39610728,-117.24,-8.75,2496.16,635.82
107.08815563,-6.39611855,-115.39,-10.25,1337.09,1360.02
107.08820783,-6.39613267,-115.96,-8.5,0.0,0.0
107.08824527,-6.39614358,-116.96,-7.75,385.08,1769.69
107.08829111,-6.39615795,-115.01,-9.25,1258.84,360.22
107.08832987,-6.39617019,-114.19,-9.67,645.57,252.28
107.08836769,-6.39618201,-115.29,-8.5,542.49,199.12
107.08840922,-6.39619301,-114.22,-9.5,573.09,253.85
107.08845352,-6.39620267,-112.47,-8.0,419.55,244.72
107.08849007,-6.3962107,-111.95,-8.25,626.71,613.42
107.08853421,-6.39621978,-113.07,-13.25,734.68,879.24
107.08857015,-6.39622748,-112.04,-10.5,92.74,413.95
107.08861086,-6.39623518,-108.68,-12.33,234.09,874.0
107.08864378,-6.39623663,-108.85,-14.25,118.01,1238.42
107.08867625,-6.39623952,-107.38,-14.75,11.21,0.61
107.08871093,-6.39624742,-104.2,-11.5,0.0,0.0
107.08873473,-6.39625392,-106.15,-15.0,0.0,0.0
107.08876445,-6.39626448,-106.3,-20.0,110.81,15.98
107.08879068,-6.39627628,-103.08,-8.5,11.24,11.86
107.08882526,-6.39628796,-104.07,-9.25,1192.58,83.6
107.08885976,-6.39629728,-104.22,-12.0,2074.53,328.26
107.08889787,-6.39630859,-103.69,-12.33,1559.38,607.84
107.08893483,-6.39631482,-102.66,-12.5,2369.53,2844.2
107.08897702,-6.39631458,-97.5,-5.75,875.19,1005.05
107.08901355,-6.39630856,-90.96,4.0,3815.68,5608.29
107.08905414,-6.39629922,-92.27,5.5,3609.47,6444.91
107.08909569,-6.3962897,-89.32,7.5,2926.85,6786.2
107.089144,-6.39628139,-89.95,7.0,4816.51,6622.11
107.08918306,-6.39627914,-88.05,9.0,3275.4,7137.83
107.08921971,-6.3962802,-88.92,6.0,961.6,7575.63
107.08926067,-6.39628071,-87.44,6.25,2800.27,7483.13
107.08929378,-6.3962791,-84.99,5.5,3608.14,5575.1
107.08932126,-6.39627699,-83.14,7.5,3986.78,5893.94
107.08934708,-6.39627568,-86.01,3.25,1779.42,5947.57
107.08936828,-6.39627379,-85.75,6.25,3541.55,4726.73
107.08939314,-6.39627502,-87.09,3.75,3152.5,3941.02
107.08943025,-6.39627627,-87.53,4.67,4124.7,4280.24
107.08948069,-6.39627374,-92.78,-1.5,3866.75,4305.51
107.08953753,-6.39626985,-96.6,-4.0,4212.18,4061.82
107.08959723,-6.39626589,-97.07,-5.5,4151.86,4028.35
107.08964613,-6.39626306,-99.05,-8.75,4209.04,4284.28
107.0897297,-6.39626066,-101.92,-19.25,672.03,156.0
107.08980678,-6.3962606,-94.16,-0.5,11.51,670.47
107.08987141,-6.39626266,-87.59,1.33,328.31,2373.95
107.08992762,-6.39626596,-89.94,-1.25,0.0,43.56
107.0899739,-6.396268,-92.26,-5.5,367.94,3643.42
107.09001835,-6.39627207,-91.3,-2.5,3012.84,5045.32
107.09005371,-6.39627413,-91.3,-6.75,2974.17,6220.77
107.09008938,-6.39627576,-92.55,-4.0,4531.11,6092.15
107.09012632,-6.39627989,-94.33,-3.75,2332.32,6285.23
107.09017455,-6.39628495,-97.62,-4.33,2354.32,6226.41
107.090219,-6.39628692,-95.11,-3.75,2339.82,7275.59
107.09026672,-6.39628867,-99.54,-6.5,2307.2,7168.64
107.09031853,-6.39629322,-102.31,-10.25,395.72,6268.74
107.09036187,-6.39629759,-101.49,-8.0,2293.67,5755.83
107.0904056,-6.39630232,-94.93,-3.5,1738.28,1463.95
107.09044312,-6.39630562,-94.82,-5.75,287.36,2834.29
107.09048995,-6.39630608,-92.76,-10.25,306.55,14938.25
107.09053961,-6.39630601,-93.58,-13.0,120.77,9213.76
107.09058873,-6.3963084,-96.15,-13.5,116.04,2619.62
107.09064233,-6.39631233,-94.51,-4.0,118.84,5183.62
107.09069574,-6.39631706,-100.88,-13.25,0.0,0.0
107.09074336,-6.39632053,-99.15,-6.75,101.9,8037.09
107.09080024,-6.39632496,-97.92,-6.75,1423.55,6765.18
107.09084789,-6.39632768,-92.88,1.5,369.24,6252.23
107.09088566,-6.39632957,-96.11,-1.25,13.36,6814.85
107.09094092,-6.39632993,-95.76,0.67,2804.31,27408.28
107.09098398,-6.39632841,-96.28,-1.0,15271.24,27420.66
107.09103244,-6.39632295,-94.98,0.75,14478.06,15787.06
107.09106876,-6.39631662,-96.92,-2.5,9182.84,9822.35
107.09110912,-6.39630917,-98.15,-3.0,5870.88,27335.09
107.09114327,-6.39630109,-95.52,-1.25,8631.64,22609.21
107.09116661,-6.39629371,-93.32,0.5,4782.88,17200.45
107.0911872,-6.39628466,-94.38,0.33,6471.58,24893.83
107.09120539,-6.39627646,-92.42,-0.75,15907.59,34617.96
107.09121924,-6.39626842,-95.73,-3.25,18301.88,30481.85
107.09123502,-6.39625451,-97.1,-4.25,12489.07,17421.77
107.09124995,-6.39623552,-97.53,-2.75,3653.75,3197.13
107.09126277,-6.39621144,-96.49,1.5,5044.91,6842.32
107.09127131,-6.39618462,-96.0,1.0,15339.51,29184.39
107.09127775,-6.39615388,-99.24,0.33,19037.8,16668.18
107.09128183,-6.39612699,-103.14,-1.25,8628.1,4007.44
107.09128537,-6.39610048,-104.93,-4.25,4068.84,8509.84
107.09129253,-6.39606976,-111.47,-10.0,7946.65,12558.5
107.09129717,-6.3960518,-103.3,-6.5,4451.84,5231.95
107.09130494,-6.39602631,-103.71,-5.5,4006.82,5470.7
107.09131136,-6.3960014,-100.75,-3.25,1115.87,1489.04
107.09131618,-6.39597821,-99.0,-0.33,3609.66,14100.5
107.09132143,-6.39594619,-93.54,0.5,8627.44,18033.31
107.09132406,-6.39590576,-92.16,3.25,9893.53,22620.32
107.09132542,-6.39587062,-94.47,-0.5,16196.56,26383.05
107.09132537,-6.39583223,-93.04,2.5,5105.46,7047.08
107.09132401,-6.39579971,-90.2,3.25,5621.56,12829.79
107.09132239,-6.39576366,-87.11,5.5,8867.32,20034.17
107.09132151,-6.39572662,-89.4,3.33,14628.78,20333.32
107.09132027,-6.39569527,-90.91,1.0,6084.87,11038.88
107.09131797,-6.39566168,-90.81,2.0,11945.52,20954.24
107.09131691,-6.39563081,-92.56,2.25,14372.58,22123.54
107.09131844,-6.3955979,-90.58,5.25,7453.41,8977.71
107.0913265,-6.39556321,-95.35,1.0,14951.22,16075.22
107.09133555,-6.39552794,-92.14,3.75,12123.42,21685.25
107.0913441,-6.39550204,-90.92,3.0,6779.46,8869.2
107.09135006,-6.39547698,-92.83,1.75,17452.62,18872.36
107.0913558,-6.39544618,-89.43,4.75,16198.7,13435.28
107.09136261,-6.39541601,-91.59,3.75,16368.77,11316.63
107.09137182,-6.39538538,-92.15,0.25,17328.13,9703.46
107.09138394,-6.39535372,-95.28,-2.0,12622.38,9447.85
107.0914064,-6.39532325,-94.62,0.0,10844.9,8540.42
107.09143348,-6.39529818,-98.18,-1.33,15219.76,13751.03
107.09147191,-6.39527327,-97.46,-2.75,8445.58,5374.22
107.09150881,-6.3952562,-98.19,-1.75,2858.34,3592.44
107.09154331,-6.39525011,-98.66,-3.25,8014.46,15331.46
107.09157896,-6.39524954,-100.46,-3.75,9264.96,13331.49
107.09161428,-6.39525047,-100.27,-1.25,7623.93,9138.02
107.09165346,-6.39525393,-99.65,0.25,3379.16,6849.41
107.09168589,-6.39525792,-98.68,-1.33,3659.14,16354.63
107.09171508,-6.39526083,-99.02,-5.25,4553.47,8413.53
107.09174562,-6.39526294,-99.45,-4.0,6411.98,10382.98
107.09176604,-6.3952653,-99.85,-2.75,3440.83,6929.7
107.09178605,-6.3952687,-100.1,-1.75,3035.42,6623.94
107.09181241,-6.39527179,-100.41,-2.25,5885.78,21768.75
107.09184673,-6.39527284,-97.97,-4.25,5297.44,9924.87
107.0918816,-6.39526998,-100.82,-5.0,5256.86,11608.3
107.09191087,-6.39526562,-103.64,-7.5,5469.85,6592.99
107.09193472,-6.39526379,-99.95,-4.75,2885.88,13499.04
107.09195155,-6.39526439,-99.6,-6.75,4337.07,14817.41
107.09196205,-6.39526613,-100.66,-4.5,2189.39,6387.24
107.0919638,-6.39526645,-100.72,-6.0,15349.041032448376,10951.381842019011
107.09196607,-6.39526694,-101.26,-7.0,15349.041032448376,10951.381842019011
107.09196607,-6.39526694,-88.59,2.67,15349.041032448376,10951.381842019011
107.09203894,-6.39526698,-89.94,2.25,1572.51,190.52
107.09203894,-6.39526698,-90.29,3.0,20669.82,11992.46
107.09203894,-6.39526698,-90.1,4.33,19310.22,16140.9
107.09203894,-6.39526698,-90.38,5.75,19145.58,16356.84
107.09203894,-6.39526698,-90.52,3.25,9983.55,8799.04
107.09203894,-6.39526698,-90.56,4.0,19826.38,18160.56
107.09203894,-6.39526698,-90.32,2.0,18506.3,18594.12
107.09203894,-6.39526698,-90.31,1.0,16810.46,23625.73
107.09203894,-6.39526698,-91.07,0.5,11661.04,20631.33
107.09203894,-6.39526698,-94.45,-0.67,19018.79,37616.61
107.09203894,-6.39526698,-94.67,-0.25,9589.09,7858.78
107.09205149,-6.39527049,-96.27,0.0,8389.44,16095.52
107.09205655,-6.39527104,-94.58,1.0,10045.63,19753.49
107.09205879,-6.39527088,-95.14,3.0,9954.92,17984.51
107.0920609,-6.39527087,-95.3,3.5,10077.54,23807.94
107.09206241,-6.39527096,-96.51,1.25,16333.63,27320.0
107.09206387,-6.39527126,-97.36,0.67,10923.48,14317.27
107.09206518,-6.39527177,-96.36,-1.5,11750.66,21973.23
107.09206642,-6.39527243,-95.79,-0.75,11213.24,22743.45
107.09206734,-6.39527304,-92.32,2.25,10653.31,21733.44
107.09206834,-6.39527379,-94.55,3.75,14609.94,31576.22
107.09206916,-6.39527446,-96.2,1.0,15470.43,25657.01
107.09206983,-6.39527501,-95.87,0.75,12977.58,23762.23
107.09207039,-6.39527547,-89.35,2.25,17398.14,28997.86
107.0920709,-6.39527592,-93.41,1.0,20576.64,35367.98
107.09207054,-6.39527848,-94.72,1.25,13794.29,16732.75
107.09207044,-6.39527907,-95.53,0.75,11413.42,20654.63
107.09207044,-6.39527907,-92.41,0.75,12740.9,25032.07
107.09207044,-6.39527907,-92.24,0.5,12686.13,24345.25
107.09207044,-6.39527907,-92.82,-0.25,12282.88,27662.86
107.09207044,-6.39527907,-92.61,-0.25,6505.13,11441.84
107.09207044,-6.39527907,-93.92,-1.0,4917.75,18764.11
107.09207044,-6.39527907,-95.65,-2.25,10280.15,22480.81
107.09207044,-6.39527907,-96.11,-3.0,9002.03,13111.5
107.09207044,-6.39527907,-96.47,-3.25,9667.97,20659.38
107.09207044,-6.39527907,-96.67,-2.5,9221.77,19798.96
107.09207044,-6.39527907,-96.72,-1.5,10118.48,23110.86
107.09207044,-6.39527907,-97.87,-3.0,9152.7,20441.92
107.09207044,-6.39527907,-94.84,-1.75,7589.27,17285.71
107.09207044,-6.39527907,-93.25,-1.5,10538.67,26332.17
107.09207044,-6.39527907,-92.67,-2.0,12004.31,22284.07
107.09207044,-6.39527907,-93.34,-2.5,10956.71,16319.68
107.09207044,-6.39527907,-94.62,-2.25,4494.64,10521.32
107.09207044,-6.39527907,-95.51,-1.0,5773.12,20579.84
107.09207044,-6.39527907,-95.24,-1.0,6358.12,21216.51
107.09207044,-6.39527907,-96.54,-0.25,6753.25,19007.55
107.09207044,-6.39527907,-96.5,-1.0,10383.98,27769.35
107.09207044,-6.39527907,-96.15,-1.0,9598.21,22064.3
107.09207044,-6.39527907,-98.42,-1.75,5434.95,12618.28
107.09207044,-6.39527907,-101.07,-6.0,7589.16,20004.0
107.09207044,-6.39527907,-100.39,-4.0,3672.98,10553.24
107.09207044,-6.39527907,-94.08,1.0,2061.54,18386.62
107.09207044,-6.39527907,-94.19,-0.67,4302.57,22768.34
107.09207044,-6.39527907,-95.78,-1.0,5047.63,10893.73
107.09207044,-6.39527907,-96.55,-1.0,4495.54,9906.09
107.09207044,-6.39527907,-95.57,0.5,1131.77,10256.19
107.09207044,-6.39527907,-95.8,0.5,6951.5,26210.95
107.09207044,-6.39527907,-95.46,0.5,12777.71,18591.75
107.09207044,-6.39527907,-94.93,0.75,10996.24,18980.57
107.09207606,-6.39527898,-91.74,2.67,14358.31,23220.93
107.09208468,-6.39528048,-89.38,5.25,9698.29,16461.37
107.09209575,-6.39528492,-89.68,2.5,23003.56,36722.72
107.09210783,-6.39528798,-90.05,3.0,17344.96,25874.38
107.09212524,-6.395292,-90.66,2.0,18608.09,28295.73
107.09214461,-6.39529777,-90.93,2.5,8382.78,10732.8
107.0921674,-6.39530573,-90.51,0.25,8662.49,18671.79
107.09219542,-6.39531618,-91.01,-0.33,11086.34,21716.8
107.09222335,-6.39532699,-90.29,-1.5,15062.69,30462.79
107.09225142,-6.39533772,-89.53,-0.5,14465.15,32822.58
107.09227815,-6.39534724,-90.48,0.75,18190.85,36411.84
107.092304,-6.39535632,-91.68,0.5,19300.27,33419.3
107.09232237,-6.39536348,-95.28,-3.75,19576.09,30715.21
107.09233615,-6.39536901,-97.64,-4.5,12872.05,17323.29
107.09234805,-6.39537395,-96.54,-6.0,4642.74,8603.7
107.09235851,-6.39537964,-101.31,-9.75,6671.08,16695.3
107.09237432,-6.39539115,-100.35,-8.75,2588.42,12339.16
107.09239265,-6.39540696,-100.12,-11.0,3572.79,15732.44
107.09241409,-6.39542463,-99.58,-13.5,1126.2,6721.94
107.09243826,-6.39544344,-98.79,-12.0,1201.32,9687.92
107.09245883,-6.39545868,-101.83,-12.5,565.93,6250.23
107.0924817,-6.3954756,-101.08,-10.67,584.09,4077.71
107.09249817,-6.39549137,-100.72,-9.0,1451.16,12845.79
107.09251011,-6.3955023,-95.48,-3.5,2606.78,8150.6
107.09252841,-6.39552186,-100.41,-5.0,11124.96,24100.66
107.09254059,-6.39553757,-96.76,-2.5,7006.11,20759.64
107.09255261,-6.39555198,-100.92,-6.0,16882.38,25547.86
107.09256232,-6.3955659,-101.11,-9.25,4868.48,3145.03
107.09256991,-6.39557709,-98.76,-4.33,5959.74,5970.88
107.09257792,-6.39558735,-98.95,-3.25,9889.45,10535.46
107.09258726,-6.39560095,-103.36,-4.75,3863.55,10328.63
107.09259833,-6.39562064,-104.11,-6.5,2905.39,8008.98
107.09260977,-6.39564099,-107.13,-6.25,1960.14,7138.58
107.09262203,-6.39565968,-100.62,-2.5,2580.92,6557.08
107.09263515,-6.39568031,-103.21,-5.25,631.95,1513.67
107.09264799,-6.39569767,-104.2,-6.25,0.0,0.32
107.09266599,-6.39572109,-101.42,-4.0,5330.08,7251.96
107.09269086,-6.39574675,-105.03,-6.0,13842.15,13522.27
107.09271486,-6.39576474,-107.23,-11.75,9450.39,8016.94
107.09274063,-6.39578037,-108.79,-15.0,3851.55,6314.56
107.09277501,-6.39579579,-108.0,-14.25,0.0,22.42
107.0928008,-6.3958059,-107.34,-13.25,25.11,628.87
107.09282904,-6.39581686,-107.17,-11.0,750.5,5432.96
107.09286192,-6.39582684,-105.98,-10.5,0.0,44.8
107.09289088,-6.39583541,-100.66,-7.33,1504.26,1013.11
107.09291892,-6.3958462,-99.32,-5.0,6172.87,3521.67
107.0929421,-6.39585749,-96.43,-3.75,14082.46,6355.42
107.09297009,-6.39587194,-97.38,-2.0,14991.46,10532.8
107.0929967,-6.39588504,-101.66,-5.75,14717.02,15251.2
107.0930203,-6.39589637,-100.39,-3.75,12284.58,11924.4
107.09305973,-6.39591506,-100.16,-8.25,2377.0,2603.23
107.09308579,-6.39592664,-104.27,-4.33,1641.52,6653.25
107.09311158,-6.39593782,-102.12,-5.25,8659.3,13077.49
107.09313242,-6.39594681,-100.08,-3.0,5474.64,10382.87
107.0931524,-6.39595355,-102.09,-3.0,3495.93,10316.07
107.0931664,-6.39595736,-101.39,-4.25,3207.2,9077.93
107.09317906,-6.3959613,-101.79,-5.75,3466.23,6899.14
107.09319843,-6.39596831,-102.16,-6.25,3704.27,6362.63
107.09322265,-6.39597504,-102.95,-5.25,3840.29,6468.37
107.09324602,-6.39597948,-102.6,-7.67,4242.45,5910.25
107.09327424,-6.39598436,-102.55,-6.0,4478.81,4968.17
107.09330136,-6.39598545,-103.61,-5.75,5076.69,4950.74
107.09332657,-6.39598453,-102.9,-7.25,4438.69,6331.07
107.09335926,-6.39598319,-102.79,-6.75,5045.65,4951.7
107.09339024,-6.39598412,-102.28,-5.5,3752.58,5529.28
107.09341981,-6.39598529,-99.94,-4.75,5134.8,4643.35
107.09345121,-6.39598586,-101.3,-6.25,5723.28,4623.41
107.09348357,-6.39598579,-104.6,-3.33,5700.74,4382.72
107.09351945,-6.3959838,-104.39,-5.25,4958.33,5165.53
107.09355478,-6.39598064,-103.08,-3.25,5350.76,5184.38
107.09358919,-6.39597746,-103.31,-3.75,2896.4,3026.76
107.09362573,-6.39597264,-101.11,-11.25,71.1,6429.18
107.09366212,-6.39596582,-98.8,-6.75,123.37,3510.62
107.09369008,-6.39595665,-98.87,-1.5,212.17,4190.32
107.09372234,-6.39594349,-97.88,-3.67,235.65,7643.69
107.09375147,-6.39593154,-101.69,-5.75,248.46,8768.1
107.09378293,-6.39591909,-101.62,-5.0,2643.42,8276.65
107.09381864,-6.39590709,-100.82,-5.25,1745.37,6931.96
107.09385539,-6.39589768,-98.19,-4.5,2011.2,8597.86
107.09389269,-6.3958897,-92.18,-4.75,3315.68,5695.4
107.09393313,-6.39588046,-86.91,-1.25,3632.46,4159.87
107.09396976,-6.39587392,-87.27,-1.67,2050.38,7255.27
107.09400253,-6.39587303,-86.07,-3.0,3720.54,5700.2
107.09403814,-6.39587646,-83.81,-4.5,3581.14,5087.94
107.09407383,-6.39588003,-83.76,-6.5,4389.13,4153.68
107.09410381,-6.39588452,-84.73,-1.5,4436.66,5021.66
107.09413637,-6.39589349,-85.42,-2.75,4361.35,5565.01
107.09416829,-6.39590483,-86.88,-1.25,4326.35,4689.7
107.09419825,-6.39591593,-84.72,-0.75,1779.3,5258.2
