Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps)
107.09423246,-6.39593015,-85.67,-1.0,2705.91,3489.25
107.09427223,-6.3959445,-86.86,-2.0,4770.35,3337.6
107.0943069,-6.39595665,-89.4,-5.5,3990.75,3891.56
107.09434186,-6.39597011,-89.93,-6.0,3872.61,4367.15
107.09438023,-6.39598646,-88.64,-6.25,2385.33,2148.25
107.09441687,-6.39600098,-89.92,-3.0,3168.22,2523.03
107.09445946,-6.39601608,-88.81,-4.5,4434.46,1849.09
107.09449082,-6.39602696,-85.92,-2.0,4482.56,1513.44
107.09453479,-6.39603907,-85.95,-0.5,3989.03,631.94
107.09457522,-6.39604826,-85.53,-1.0,1958.36,2236.04
107.09461591,-6.39605695,-83.8,0.25,4449.69,2059.44
107.0946624,-6.39606662,-83.92,-1.5,3946.36,948.42
107.09469935,-6.39607322,-82.49,-0.25,4036.7,616.0
107.09473611,-6.39607882,-83.07,-3.75,1859.64,267.68
107.09477409,-6.39608416,-84.89,-1.67,3406.97,880.48
107.09480342,-6.39608726,-84.47,-3.25,4554.34,1472.64
107.09482898,-6.39608986,-79.4,-1.75,3678.5,434.65
107.09486766,-6.39609401,-79.51,0.25,1146.52,516.2
107.09489349,-6.39609483,-82.84,-0.75,4040.41,623.85
107.0949234,-6.39609855,-78.57,-2.25,4286.22,473.68
107.09495688,-6.39610249,-79.74,-1.75,5487.91,613.46
107.09499473,-6.39610672,-80.0,0.67,6452.98,809.84
107.09502414,-6.39610951,-82.49,-2.75,2657.84,985.49
107.09504748,-6.39611188,-81.05,-0.5,3697.38,649.76
107.09507551,-6.39611238,-78.7,-2.5,4643.55,578.62
107.09510388,-6.39610873,-77.55,-2.25,2777.86,63.03
107.09513049,-6.39610386,-78.6,-1.25,466.04,435.99
107.09516152,-6.39609578,-79.79,-3.0,1703.03,807.45
107.09519477,-6.39608563,-81.05,1.33,3176.21,1252.59
107.09522444,-6.39607361,-78.93,4.75,8778.47,2749.27
107.09525856,-6.396056,-82.64,5.25,13137.84,5850.47
107.09529047,-6.39603527,-80.06,4.0,7886.41,6033.87
107.09532525,-6.39600982,-84.84,4.0,4727.44,6301.62
107.0953638,-6.39598604,-85.13,3.75,3225.77,5423.81
107.09540842,-6.39596339,-83.23,1.5,2612.51,4992.41
107.09545128,-6.39594619,-78.58,6.33,2617.68,4833.67
107.09548735,-6.39593605,-78.88,3.5,3872.54,4205.26
107.09552714,-6.39592713,-80.4,6.0,4038.22,4233.36
107.09556303,-6.39592029,-87.4,1.75,3864.58,3517.44
107.09559742,-6.39591537,-94.33,-2.25,3387.4,3458.36
107.09563242,-6.3959116,-98.49,-10.5,4226.92,3458.96
107.09566633,-6.39590941,-95.98,-14.25,1223.51,1379.1
107.09570874,-6.39590703,-95.39,-17.67,101.54,565.63
107.09574274,-6.39590643,-89.77,-5.25,0.0,33.37
107.09578096,-6.39590623,-86.91,2.5,0.0,22.58
107.09582552,-6.39590614,-84.3,3.0,0.0,40.72
107.09587057,-6.39590496,-84.64,3.5,69.14,1792.29
107.09591941,-6.39590244,-84.54,-0.5,1315.53,3713.08
107.09596916,-6.39589936,-84.25,1.25,2337.93,3114.22
107.09601011,-6.3958984,-83.78,5.0,5131.6,3781.09
107.0960578,-6.39589699,-84.64,0.25,3263.17,3149.27
107.09609777,-6.39589477,-78.95,2.0,1397.64,1923.52
107.09613852,-6.39589014,-83.5,1.25,3498.25,3180.24
107.09617204,-6.39588061,-88.6,-0.75,3300.2,2784.54
107.09619745,-6.39586666,-84.53,1.75,3278.35,2071.94
107.09621272,-6.39585071,-87.11,1.0,5558.71,2439.6
107.09622791,-6.39582713,-87.02,2.67,4591.01,4659.12
107.09624449,-6.39579017,-88.91,-0.5,3665.76,3466.99
107.09625805,-6.39574633,-91.25,-1.75,3813.06,3843.22
107.09626877,-6.39570487,-91.88,-1.25,3534.56,3262.48
107.09627869,-6.39565852,-94.67,-4.75,3638.42,2267.34
107.09628631,-6.3956096,-98.78,-7.75,2595.05,1130.11
107.09629055,-6.39557,-92.55,-3.0,2985.75,2412.75
107.09629404,-6.3955273,-89.76,-6.0,0.0,60.98
107.09629803,-6.39549404,-88.81,-5.25,6589.76,7122.5
107.09629984,-6.39545733,-92.74,-7.25,7384.75,6235.83
107.09630023,-6.39541982,-87.5,1.75,3248.78,3417.35
107.09630333,-6.3953733,-85.53,4.75,7260.87,8574.28
107.09631346,-6.39532714,-90.24,1.25,17642.92,21301.01
107.09633269,-6.39527829,-96.47,-1.25,12916.9,10701.72
107.09636865,-6.39520513,-94.81,-1.67,5521.98,9805.86
107.09639269,-6.39515375,-87.17,0.75,10436.79,25124.21
107.09641507,-6.39510564,-91.38,-1.5,21888.32,26109.92
107.09643746,-6.3950505,-93.85,-0.25,13860.77,26762.88
107.09645468,-6.3949917,-92.16,1.0,15124.31,30058.54
107.0964641,-6.3949383,-89.89,-0.75,5772.84,7200.8
107.09647361,-6.39488576,-91.64,-2.5,16318.34,23220.86
107.0965875,-6.39489933,-87.59,-13.0,16190.1,17001.21
107.09660513,-6.39493658,-87.47,-19.5,5739.22,10293.71
107.09655163,-6.39488471,-85.54,4.0,4334.98,21972.83
107.09655478,-6.39483343,-84.43,5.5,5932.63,15059.82
107.09657864,-6.39479975,-83.21,5.25,3086.01,9292.63
107.09658783,-6.39478064,-82.93,8.75,174.4,9526.4
107.0966024,-6.39476005,-80.27,8.5,4797.64,7610.75
107.09661158,-6.39474239,-83.65,4.0,2083.02,6024.72
107.0966227,-6.39472605,-81.66,5.75,5280.29,7369.88
107.0966391,-6.39470847,-89.85,4.25,2475.64,7239.48
107.09666431,-6.39469755,-99.23,-0.5,5604.4,6767.82
107.096691,-6.39469733,-100.03,-1.0,4672.35,4743.6
107.09671785,-6.3947031,-99.17,-1.25,5394.68,5788.24
107.09674702,-6.39471219,-98.34,0.0,6422.15,4510.03
107.09676429,-6.39471866,-99.42,-1.67,4818.1,2824.54
107.09677358,-6.39472656,-100.78,-0.75,6494.79,4100.52
107.09677762,-6.39473186,-98.98,-1.5,6588.19,8070.45
107.09677818,-6.39473272,-98.41,-1.5,7377.57,5908.91
107.09677822,-6.39473239,-97.6,-2.75,4650.95,2409.71
107.09677823,-6.39473228,-97.93,-0.75,3902.63,4583.27
107.09677823,-6.39473228,-97.26,0.25,7988.87,4549.47
107.09677823,-6.39473228,-95.54,1.33,8275.17,3533.47
107.09677823,-6.39473228,-97.67,1.0,11251.17,3110.08
107.09677823,-6.39473228,-97.0,0.5,3540.3,3067.01
107.09677823,-6.39473228,-96.52,-1.0,7145.17,4845.39
107.09678137,-6.3947336,-98.71,-2.5,7181.17,3397.56
107.09679113,-6.39473567,-100.39,-2.25,7537.47,2508.8
107.09680503,-6.39473326,-99.88,-1.25,6341.46,1552.77
107.0968168,-6.394725,-101.61,-3.0,9855.65,2858.24
107.09682617,-6.39471223,-100.35,-2.5,7805.95,3071.17
107.09683208,-6.39469637,-100.33,-3.5,7859.89,2406.89
107.09683561,-6.39467893,-100.05,-1.75,7753.53,1603.52
107.09683814,-6.39466156,-99.56,1.25,5197.91,1654.35
107.09684028,-6.39463441,-101.59,-2.25,8875.71,2359.0
107.09684437,-6.39460193,-102.26,-1.75,8881.9,2300.08
107.09685031,-6.39456799,-103.08,-2.33,7156.4,2502.78
107.09685615,-6.39452972,-103.86,-1.5,7375.09,2404.95
107.09686191,-6.39448896,-102.93,-1.5,7368.23,1919.04
107.09686651,-6.39445047,-101.61,0.0,8109.41,1718.16
107.09687322,-6.39440036,-99.39,0.5,8508.36,1798.32
107.09688338,-6.39435105,-101.28,0.0,9200.18,1875.39
107.09689286,-6.39431276,-101.57,3.75,10777.64,1576.02
107.09690498,-6.39426276,-99.96,4.33,9022.56,2348.7
107.09691426,-6.39423118,-99.97,2.0,9786.33,1716.28
107.09692532,-6.39420378,-100.51,2.0,11295.65,1634.14
107.09693298,-6.39417392,-101.1,-0.25,14868.65,2410.39
107.09694099,-6.39413853,-103.47,0.5,13504.64,2894.41
107.09695211,-6.39410115,-100.44,3.0,11304.96,2406.54
107.09696383,-6.39406242,-101.16,4.75,11690.39,3955.08
107.09697306,-6.39402729,-98.51,5.33,5871.28,3723.26
107.09697983,-6.39399981,-99.74,6.0,7349.71,5433.93
107.09698768,-6.39397991,-99.45,5.5,7117.36,3688.81
107.09699626,-6.39396179,-100.17,2.75,8086.53,2750.6
107.09700535,-6.39394389,-100.7,7.25,9795.52,3050.56
107.09701202,-6.39392846,-99.77,5.5,9091.17,2837.35
107.09701594,-6.39391652,-99.33,4.75,8964.15,3326.34
107.09701673,-6.39391395,-100.38,3.33,10322.99,2286.36
107.09701921,-6.39390145,-99.06,3.5,10059.11,2108.74
107.0970264,-6.39388508,-102.41,4.5,13702.15,2468.71
107.09703854,-6.39386348,-103.99,2.75,6998.92,1985.85
107.09705335,-6.39383627,-104.93,3.75,11584.22,3111.15
107.09706832,-6.39380641,-104.39,3.25,5205.05,809.72
107.09708335,-6.39377491,-101.94,5.25,8141.24,1521.52
107.09709523,-6.39374447,-101.57,5.67,9951.26,1624.76
107.09710409,-6.39372019,-97.73,5.5,9703.79,1895.73
107.09711611,-6.39369029,-96.83,6.25,15201.15,2408.96
107.09712586,-6.39366694,-94.39,7.0,9501.54,4292.86
107.09713574,-6.39364843,-95.36,7.5,9224.07,3034.15
107.09714688,-6.39363179,-95.93,4.0,9004.03,1376.32
107.09716581,-6.39361806,-97.73,6.5,5872.42,1377.41
107.09718808,-6.3936096,-99.19,5.67,11406.71,1233.33
107.09721414,-6.3936063,-99.05,4.5,10089.56,2242.89
107.0972553,-6.39360989,-100.57,2.5,7499.59,431.14
107.09730024,-6.39362188,-98.31,2.25,7818.98,1963.71
107.09733964,-6.39363184,-101.21,-1.0,6850.41,1552.18
107.09737808,-6.39363353,-101.76,-0.75,7148.36,1495.9
107.09740794,-6.39362546,-101.88,-1.0,7287.6,406.93
107.09743232,-6.39360881,-101.59,-1.33,8607.1,1587.47
107.09744943,-6.39358439,-103.16,-2.25,8204.06,1332.55
107.09746243,-6.39354868,-101.27,-1.5,7081.69,782.03
107.09747291,-6.39350415,-99.34,1.0,6401.02,401.26
107.09748161,-6.39346057,-98.2,1.75,8962.96,509.01
107.0974942,-6.393417,-95.24,5.0,6552.89,188.37
107.09750454,-6.39337427,-93.49,5.5,15235.04,310.51
107.09750852,-6.39333799,-90.47,6.67,17070.13,156.96
107.09750944,-6.39330073,-93.71,5.0,16032.22,140.94
107.09751334,-6.39327098,-95.0,4.0,19301.4,168.47
107.09752029,-6.39325261,-93.74,5.5,10027.54,104.69
107.09753554,-6.39323561,-94.98,6.0,4493.34,89.7
107.09755564,-6.39322987,-97.71,4.0,11712.4,270.83
107.09757885,-6.39323284,-99.23,3.67,3485.64,52.0
107.09760419,-6.39323899,-99.4,5.25,9917.6,134.72
107.09763426,-6.39324242,-100.51,4.0,9824.81,114.93
107.09765625,-6.39323747,-100.54,4.5,9850.35,118.45
107.09767207,-6.39322113,-100.77,4.75,8938.21,121.07
107.097687,-6.39319452,-101.05,3.5,11986.57,142.88
107.09769679,-6.39316923,-99.0,5.25,7684.15,99.4
107.09770712,-6.39314127,-100.91,4.67,8604.51,112.64
107.09772286,-6.39311755,-101.9,2.0,8878.41,111.39
107.09775171,-6.39309672,-101.75,1.25,8855.25,113.83
107.09778749,-6.3930833,-102.92,0.5,8974.17,223.48
107.09781643,-6.39307566,-100.65,-5.75,3529.71,65.67
107.09786109,-6.39306696,-104.54,-6.5,103.29,2041.39
107.09790335,-6.39306085,-103.09,-11.25,936.36,3066.1
107.09793282,-6.39305545,-103.46,-10.33,4576.97,2864.26
107.09797608,-6.39304519,-102.72,-13.0,4515.49,2913.6
107.09801866,-6.39303597,-97.2,-4.5,2343.57,792.97
107.09805884,-6.39303248,-99.46,-5.75,8805.26,6176.52
107.09810894,-6.39303565,-101.83,-8.75,5857.58,4446.47
107.09814933,-6.39303987,-102.29,-7.75,1940.33,1670.83
107.09818916,-6.39304489,-102.21,-11.75,5024.67,9969.49
107.09824178,-6.39305249,-92.95,-2.5,1213.25,2594.53
107.09829524,-6.39306013,-91.15,1.0,4916.58,20563.62
107.09834577,-6.3930692,-92.52,-3.0,12898.39,28111.06
107.0983909,-6.39307618,-94.94,-2.5,6590.62,18747.89
107.0984536,-6.39308663,-96.14,-4.25,3511.63,12563.23
107.0985057,-6.39309392,-92.36,1.5,7485.31,13653.41
107.09856181,-6.39310166,-92.41,2.75,13283.04,14397.44
107.09862867,-6.3931142,-86.99,4.5,11465.58,10140.23
107.09869,-6.39312799,-90.23,4.67,24006.86,19793.67
107.09874727,-6.39313904,-92.87,0.5,11046.62,14322.86
107.09881527,-6.39315264,-85.91,6.0,4112.87,7471.68
107.09886728,-6.39316224,-82.14,11.0,10407.77,21120.61
107.09891813,-6.39316836,-82.45,9.75,8152.32,10801.7
107.09897858,-6.39317249,-80.55,10.25,7886.67,13727.65
107.09904071,-6.39317457,-81.77,7.5,13356.88,25482.04
107.09910502,-6.39317542,-83.7,8.67,6175.49,12151.15
107.0991721,-6.39317839,-84.81,4.75,8603.02,19659.96
107.09923769,-6.39318244,-83.12,6.0,4064.38,10043.25
107.09930651,-6.39318906,-85.35,-0.25,6588.48,27551.9
107.09936295,-6.39319454,-85.46,-4.75,4558.19,15483.41
107.09942929,-6.39320086,-86.88,-5.0,425.38,4903.78
107.09949002,-6.39320586,-85.81,-2.5,2740.76,24032.38
107.09954197,-6.39320915,-83.99,-4.0,5654.87,24725.31
107.09960211,-6.39321418,-87.12,-4.5,6229.38,8098.47
107.0996584,-6.39322077,-88.64,-4.25,2051.59,8032.61
107.09970919,-6.39322918,-91.86,-7.0,3501.28,13581.54
107.09975792,-6.3932384,-92.65,-11.0,1156.36,2027.19
107.09980288,-6.39324831,-92.65,-19.75,284.06,12434.67
107.09984015,-6.39325824,-87.8,-0.25,145.08,48.37
107.09987432,-6.39326682,-85.05,6.67,0.0,34.76
107.09990912,-6.39327692,-92.71,-2.0,0.0,56.32
107.09995308,-6.39328836,-96.38,-6.0,0.0,22.42
107.10000942,-6.3932995,-97.18,-9.5,0.0,0.54
107.1000482,-6.39330654,-97.4,-11.25,0.0,22.4
107.1001194,-6.39332007,-94.54,-8.25,34.16,836.16
107.10017506,-6.39333057,-89.08,0.75,11.31,1.16
107.10022818,-6.39334135,-87.16,2.67,10292.2,22421.17
107.10028874,-6.3933595,-95.16,-4.75,20873.0,13128.91
107.10033618,-6.39338092,-94.88,-13.25,4625.66,14408.55
107.10037694,-6.39341034,-102.43,-14.75,469.14,441.95
107.10042104,-6.3934568,-101.5,-8.5,14.16,2342.7
107.10045082,-6.39349779,-100.92,-6.0,840.89,6466.68
107.10049263,-6.39356569,-104.53,-9.25,795.33,4392.19
107.100528,-6.39363429,-100.19,-11.67,914.42,5692.78
107.10055216,-6.39368597,-95.26,-10.75,163.58,5698.28
107.1005755,-6.39372981,-95.76,-5.5,0.0,0.0
107.10059848,-6.39377155,-93.65,-5.5,0.0,0.0
107.10062038,-6.39380741,-91.74,-7.25,0.0,9.88
107.10064072,-6.39383306,-91.87,-10.25,3885.31,16822.14
107.10066764,-6.3938561,-94.38,-1.0,978.62,5236.19
107.10071091,-6.3938765,-87.08,2.0,7130.9,20483.85
107.10075367,-6.39388381,-88.16,-1.67,9351.41,19493.94
107.10079292,-6.39387997,-92.72,-9.5,5516.52,8254.66
107.10084114,-6.39386418,-91.03,-6.0,1947.22,11465.94
107.10088483,-6.39384134,-89.96,-4.75,4295.92,10566.74
107.10092326,-6.39381691,-88.55,0.75,2298.35,13872.64
107.10095783,-6.3937936,-95.47,-9.75,5505.72,11322.25
107.10098857,-6.39377384,-94.28,-15.67,57.81,130.51
107.10101706,-6.39375743,-88.39,-7.5,403.23,9246.72
107.10104102,-6.39374558,-87.36,3.75,152.08,5588.02
107.10107359,-6.39372928,-86.42,5.75,183.14,8387.17
107.10110563,-6.39371287,-85.48,4.5,164.32,7596.17
107.1011479,-6.39369214,-89.49,3.5,116.89,6928.38
107.10119589,-6.39366697,-85.18,6.75,155.34,4719.82
107.10123564,-6.39364322,-89.17,4.5,225.37,5528.3
107.10126895,-6.39362201,-85.17,6.0,359.05,3273.37
107.10130644,-6.39359754,-84.94,9.0,791.14,4313.2
107.10133709,-6.3935831,-89.93,6.75,987.04,4144.5
107.10137776,-6.39357149,-90.62,7.0,623.76,2633.0
107.10142732,-6.39356234,-94.83,5.25,791.95,2288.32
107.10146944,-6.39355558,-98.32,5.0,1018.42,3643.93
107.1015166,-6.39355197,-102.49,1.25,791.19,3274.12
107.10157051,-6.39355307,-104.97,1.67,651.53,2959.0
107.10162098,-6.39355605,-106.53,0.5,1028.92,1761.18
107.10166549,-6.39355864,-109.27,-0.5,879.17,1738.88
107.10170661,-6.39356461,-108.69,-3.0,1127.93,2213.36
107.10175321,-6.39357036,-110.24,-2.75,1163.37,2356.54
107.10179228,-6.39357369,-110.88,-4.5,1287.29,2556.79
107.10183148,-6.39357677,-109.72,-3.75,1602.87,3133.96
107.10187052,-6.39358147,-109.12,-3.33,1485.61,2829.11
107.10191208,-6.39358977,-108.51,-2.75,1534.52,3678.71
107.10194824,-6.39359971,-109.04,-4.0,1532.79,4055.47
107.10198432,-6.39360973,-109.2,-4.75,1470.34,5050.7
107.10201918,-6.393619,-109.04,-4.0,2320.39,2737.03
107.10204836,-6.3936264,-108.17,-2.25,2831.92,6295.99
107.10208387,-6.39363544,-109.0,-4.25,1785.47,7418.53
107.10211389,-6.39364465,-107.76,-2.0,1414.29,7513.1
107.10214397,-6.3936545,-108.2,-3.5,1155.38,7918.17
107.10217263,-6.39366346,-104.64,-6.0,871.05,8670.44
107.10220415,-6.39367068,-104.08,-6.75,602.89,5676.47
107.10223017,-6.39367262,-103.34,-4.5,856.32,5968.61
107.10225399,-6.3936654,-103.88,-9.0,1196.87,4584.95
107.10227242,-6.39364759,-101.95,-2.0,851.48,6665.51
107.10230091,-6.39360441,-102.22,-6.25,33.77,647.7
107.10232777,-6.39357476,-106.12,-8.67,136.92,7591.39
107.10235597,-6.39356613,-95.76,-2.75,198.8,4705.25
107.10239169,-6.39357386,-90.52,3.75,11533.26,18659.86
107.10242815,-6.39359152,-90.8,1.5,25779.54,28464.38
107.10246909,-6.39360945,-92.12,-2.25,15903.55,11860.69
107.1025062,-6.39362554,-94.35,0.25,18201.71,28998.0
107.1025297,-6.39363662,-95.3,-1.75,22787.77,22526.31
107.10254562,-6.39364332,-94.64,-3.33,22441.15,16035.33
107.10256125,-6.39364812,-92.27,-0.25,13171.46,11249.7
107.10257409,-6.39365302,-90.32,3.5,25137.94,19996.5
107.10258215,-6.39365875,-93.48,1.0,32524.77,26439.4
107.10259098,-6.39366667,-95.21,-0.75,24904.07,16010.25
107.10260192,-6.39367655,-93.53,1.0,8817.65,8264.65
107.10261906,-6.39368693,-95.9,-0.5,9320.42,13390.52
107.10264924,-6.3937005,-90.58,3.0,10725.79,17950.08
107.10268798,-6.39371259,-87.21,5.0,11545.23,9324.54
107.10273503,-6.39372557,-87.74,5.0,22903.49,36927.97
107.10279503,-6.39374219,-87.77,3.25,14048.58,21073.76
107.10285713,-6.39375848,-91.21,1.0,5648.75,9890.69
107.10292136,-6.39377795,-99.77,-1.0,12016.54,18207.62
107.10297466,-6.39379664,-99.47,0.0,6354.29,15047.35
107.10303185,-6.39381878,-95.18,3.67,19630.21,25424.64
107.10307118,-6.39383314,-91.56,5.25,18573.01,12694.29
107.10310394,-6.39384583,-100.79,-4.5,17929.17,21357.92
107.10313309,-6.39385631,-101.84,-11.0,7731.2,6572.16
107.10315491,-6.39386249,-104.29,-9.0,4636.55,3476.77
107.10316608,-6.39386003,-101.85,-9.25,3744.96,6628.88
107.10317466,-6.39384907,-100.15,-4.75,5645.28,6627.04
107.10318352,-6.39383658,-102.25,-10.33,3153.77,2746.21
107.10319434,-6.3938233,-104.8,-12.75,1694.85,5963.56
107.10320469,-6.39380445,-101.86,-8.5,678.48,5328.96
107.10322492,-6.3937587,-101.45,-10.5,2214.06,4968.22
107.10324638,-6.39370358,-96.54,-3.5,2013.09,4059.98
107.10327045,-6.3936392,-96.33,-3.75,3518.58,11390.65
107.10330324,-6.39354789,-94.42,0.5,5387.41,11776.22
107.10333698,-6.39345729,-94.73,-0.25,17084.78,23236.12
107.10337242,-6.39337219,-100.9,-7.33,14774.16,11926.23
107.10340782,-6.39327652,-101.11,-5.75,1438.53,1013.76
107.10343944,-6.39319207,-101.96,-6.75,5981.55,13347.98
107.10346588,-6.39311486,-102.16,-4.0,2712.72,3060.14
107.10349123,-6.39303853,-95.22,-0.5,2793.25,7552.0
107.103516,-6.39295528,-96.1,-4.0,11310.55,27232.48
107.10353522,-6.39288372,-99.8,-8.5,720.82,2477.19
107.10355463,-6.39281244,-100.36,-14.33,540.6,16493.85
107.10357562,-6.39274045,-100.32,-11.25,2512.62,6673.94
107.1036013,-6.39265055,-94.83,-18.5,2536.99,6458.25
107.10362255,-6.39256566,-97.52,-3.25,133.52,110.3
107.10363953,-6.3924875,-99.16,0.5,113.49,167.19
107.103656,-6.3923957,-100.64,0.0,0.0,62.14
107.10366754,-6.39231723,-97.53,1.0,0.0,29.67
107.10367779,-6.39224647,-95.56,1.67,0.0,0.0
107.10369128,-6.39216561,-93.72,2.0,0.0,0.0
107.1037044,-6.39209732,-92.53,3.5,0.0,19.82
107.10371642,-6.39202957,-100.91,-2.5,0.0,31.04
107.10372932,-6.39194785,-101.39,-2.75,0.0,0.0
107.10373927,-6.39187412,-103.97,-6.33,0.0,0.0
107.10374833,-6.39179268,-105.0,-8.0,0.0,9.92
107.1037552,-6.39173128,-106.8,-7.33,0.0,19.7
107.10376744,-6.39163215,-105.67,-6.0,12.09,238.34
107.10377868,-6.39154653,-103.38,-3.25,0.0,10.94
107.10378606,-6.39148389,-101.89,-4.75,11.28,10.86
107.10379604,-6.3913967,-99.51,-4.5,1633.31,23.39
107.10380011,-6.39132022,-103.16,-5.75,3140.55,7119.98
107.10380549,-6.39125039,-97.75,-0.25,289.99,3541.97
107.10380967,-6.39117822,-95.62,0.25,11.19,0.32
107.10381147,-6.39110735,-93.88,2.33,0.0,0.0
107.10381294,-6.39104576,-92.34,4.5,6113.32,17812.99
107.10380983,-6.390973,-96.12,0.5,8117.93,29907.82
107.10380186,-6.39089442,-101.07,-1.25,7490.98,22079.36
107.10379163,-6.39081779,-101.02,-3.0,8095.04,15768.18
107.10378362,-6.39074686,-99.4,0.0,9631.56,14683.6
107.10377376,-6.39067603,-96.31,5.25,11671.37,14562.46
107.10376158,-6.39058933,-94.82,5.67,6993.49,5612.01
107.10374844,-6.39050472,-92.54,0.25,2003.01,12600.43
107.10373713,-6.39043098,-87.58,3.5,2859.53,11052.04
107.10372608,-6.39035168,-88.28,-2.0,11263.2,43574.9
107.10371792,-6.39027979,-87.42,1.5,17012.96,48910.25
107.10370973,-6.39020324,-89.48,3.25,24363.66,42645.52
107.10370097,-6.39012375,-92.15,2.25,33829.04,41526.76
107.10369381,-6.39005073,-87.94,4.33,31917.61,41625.71
107.10369037,-6.38998658,-85.35,2.5,38655.84,37953.09
107.10368614,-6.38991884,-88.81,2.25,34665.83,36270.89
107.10368254,-6.38985185,-94.49,3.75,32110.94,34332.34
107.10368016,-6.38978527,-88.47,5.75,14848.41,17268.92
107.10367374,-6.38970375,-91.65,2.5,33883.18,44717.11
107.10366353,-6.38961958,-91.17,1.0,40014.7,26296.68
107.10364794,-6.38954135,-90.88,1.0,30005.44,31497.69
107.10363379,-6.38945721,-90.22,0.5,17782.29,27527.35
107.10362284,-6.38938012,-85.19,5.5,26514.59,50753.21
107.10361218,-6.38929734,-87.48,1.75,30382.7,46326.67
107.1036054,-6.38923107,-87.59,2.0,33449.08,46529.15
107.1035949,-6.3891386,-86.5,3.5,39072.32,53282.42
107.1035877,-6.3890589,-84.69,2.5,36947.73,49653.01
107.10358158,-6.38898879,-85.28,5.0,26405.99,37765.13
107.10357446,-6.38891265,-88.35,4.25,16643.26,37538.68
107.10356508,-6.38883693,-88.07,-0.25,38482.39,43150.67
107.10355677,-6.38876873,-92.45,-0.75,33305.86,45352.64
107.10355043,-6.38870605,-91.6,5.5,25114.3,27942.18
107.10354143,-6.38862928,-93.79,0.0,25638.9,33323.26
107.10353353,-6.38856479,-86.94,7.5,20413.76,27748.07
107.10352578,-6.38850042,-86.92,5.33,49825.66,56179.76
107.10351231,-6.38843066,-85.82,2.5,45779.12,39592.43
107.10349474,-6.38836627,-86.0,2.75,26773.44,36752.18
107.10347701,-6.38830849,-85.7,4.75,31590.94,47849.37
107.10344811,-6.38824208,-86.13,7.5,49484.39,52255.0
107.10341173,-6.38817832,-83.04,6.5,49437.12,42425.92
107.10337532,-6.38812057,-80.92,8.0,43127.58,49287.34
107.10333427,-6.38805348,-80.7,10.33,43326.84,48695.47
107.10328876,-6.38797889,-79.22,11.25,51567.38,47902.62
107.10325125,-6.38791575,-77.3,15.25,60697.77,46701.16
107.10321704,-6.38785043,-74.75,14.5,75359.42,53086.63
107.10318814,-6.3877823,-78.59,11.25,55020.31,45139.04
107.1031703,-6.38771758,-76.02,10.5,37851.28,42323.17
107.10316054,-6.38765748,-74.72,13.5,54417.29,54909.57
107.10316346,-6.38757663,-80.99,11.67,59030.38,47175.72
107.10318221,-6.38750546,-79.34,12.5,59093.88,49466.11
107.10320917,-6.38743246,-80.81,12.0,54801.88,51460.6
107.10324234,-6.38736523,-83.11,10.75,49379.46,49254.63
107.10327844,-6.38730626,-81.92,13.25,48189.91,50667.85
107.10332018,-6.38723831,-83.53,11.25,47856.35,49654.19
107.10335863,-6.38717779,-84.7,11.0,47805.53,47390.81
107.10339673,-6.38711116,-81.68,13.0,42485.52,48777.37
107.10342846,-6.38704161,-78.14,14.5,43602.0,46088.11
107.10345051,-6.38697417,-79.12,16.25,76495.31,31289.49
107.10346796,-6.38690856,-80.28,12.75,68706.53,29676.4
107.10348571,-6.38683359,-75.13,12.5,78604.01,33708.9
107.10349682,-6.38677186,-75.34,13.25,80428.65,38830.82
107.10351143,-6.38671164,-79.24,10.75,61903.23,34007.71
107.10352776,-6.38664195,-78.16,11.67,43994.15,28910.29
107.10354051,-6.38657901,-80.4,9.25,50809.46,43405.32
107.10355213,-6.3865102,-81.63,9.0,57280.7,53273.75
107.10356573,-6.38643789,-85.57,7.25,60471.89,47197.77
107.10357617,-6.38637984,-90.24,4.25,21652.22,12575.94
